user_sequence,challenge
24796_11,CI24847
24796_12,CI24176
24796_13,CI23791
24799_11,CI24535
24799_12,CI24399
24799_13,CI24680
24800_11,CI26435
24800_12,CI26439
24800_13,CI26436
24801_11,CI25985
24801_12,CI25990
24801_13,CI25974
24805_11,CI25688
24805_12,CI24755
24805_13,CI24763
24806_11,CI27570
24806_12,CI27574
24806_13,CI27568
24807_11,CI26546
24807_12,CI26553
24807_13,CI26552
24813_11,CI26419
24813_12,CI25822
24813_13,CI26418
24814_11,CI26435
24814_12,CI26436
24814_13,CI26439
24819_11,CI27038
24819_12,CI27033
24819_13,CI27039
24821_11,CI26419
24821_12,CI26418
24821_13,CI26416
24825_11,CI26546
24825_12,CI26553
24825_13,CI26552
24826_11,CI23537
24826_12,CI24399
24826_13,CI24848
24830_11,CI24845
24830_12,CI24818
24830_13,CI24033
24831_11,CI24847
24831_12,CI24176
24831_13,CI23791
24832_11,CI23726
24832_12,CI24680
24832_13,CI24671
24837_11,CI26415
24837_12,CI26429
24837_13,CI26424
24841_11,CI27033
24841_12,CI27038
24841_13,CI27039
24843_11,CI24043
24843_12,CI24058
24843_13,CI23635
24845_11,CI26435
24845_12,CI26439
24845_13,CI26436
24846_11,CI26336
24846_12,CI27111
24846_13,CI26346
24847_11,CI24059
24847_12,CI26052
24847_13,CI24392
24848_11,CI24733
24848_12,CI24758
24848_13,CI24959
24849_11,CI26546
24849_12,CI26553
24849_13,CI26552
24850_11,CI26546
24850_12,CI26553
24850_13,CI26552
24853_11,CI24915
24853_12,CI23800
24853_13,CI24916
24856_11,CI26424
24856_12,CI26418
24856_13,CI26421
24859_11,CI26418
24859_12,CI26420
24859_13,CI26421
24860_11,CI26419
24860_12,CI25822
24860_13,CI26412
24861_11,CI25696
24861_12,CI24128
24861_13,CI24392
24862_11,CI24961
24862_12,CI24915
24862_13,CI24934
24865_11,CI24128
24865_12,CI23656
24865_13,CI23725
24871_11,CI24964
24871_12,CI24613
24871_13,CI24959
24875_11,CI23630
24875_12,CI24816
24875_13,CI23923
24876_11,CI24865
24876_12,CI23537
24876_13,CI24401
24878_11,CI23699
24878_12,CI24792
24878_13,CI23806
24880_11,CI24759
24880_12,CI24917
24880_13,CI23800
24887_11,CI24740
24887_12,CI24742
24887_13,CI24738
24891_11,CI26546
24891_12,CI26553
24891_13,CI26552
24892_11,CI26546
24892_12,CI26553
24892_13,CI26552
24893_11,CI25821
24893_12,CI26411
24893_13,CI26412
24894_11,CI27417
24894_12,CI27419
24894_13,CI27413
24901_11,CI24865
24901_12,CI23537
24901_13,CI24900
24902_11,CI23726
24902_12,CI24847
24902_13,CI24020
24905_11,CI24148
24905_12,CI24020
24905_13,CI24398
24906_11,CI24866
24906_12,CI24148
24906_13,CI23725
24907_11,CI24259
24907_12,CI24760
24907_13,CI25082
24909_11,CI26546
24909_12,CI26553
24909_13,CI26552
24914_11,CI24110
24914_12,CI24402
24914_13,CI24400
24917_11,CI26546
24917_12,CI26553
24917_13,CI26552
24919_11,CI24400
24919_12,CI24866
24919_13,CI23615
24922_11,CI26452
24922_12,CI26470
24922_13,CI26458
24927_11,CI24754
24927_12,CI23807
24927_13,CI24847
24928_11,CI24042
24928_12,CI23726
24928_13,CI24020
24935_11,CI26546
24935_12,CI26553
24935_13,CI26552
24940_11,CI26419
24940_12,CI26418
24940_13,CI26416
24943_11,CI26418
24943_12,CI26419
24943_13,CI26416
24952_11,CI23942
24952_12,CI24020
24952_13,CI25077
24954_11,CI25688
24954_12,CI24769
24954_13,CI24754
24956_11,CI27038
24956_12,CI27033
24956_13,CI27036
24957_11,CI26435
24957_12,CI26439
24957_13,CI26436
24960_11,CI24336
24960_12,CI24865
24960_13,CI24400
24964_11,CI26412
24964_12,CI26411
24964_13,CI25822
24968_11,CI27359
24968_12,CI27358
24968_13,CI27355
24969_11,CI26411
24969_12,CI26412
24969_13,CI25824
24972_11,CI24740
24972_12,CI24729
24972_13,CI24742
24974_11,CI27568
24974_12,CI27561
24974_13,CI27566
24980_11,CI26435
24980_12,CI26439
24980_13,CI26436
24982_11,CI26546
24982_12,CI26553
24982_13,CI26552
24986_11,CI24677
24986_12,CI24319
24986_13,CI24865
24989_11,CI26510
24989_12,CI26508
24989_13,CI26514
24990_11,CI24148
24990_12,CI23726
24990_13,CI24681
24991_11,CI24792
24991_12,CI25689
24991_13,CI23788
24992_11,CI23620
24992_12,CI24184
24992_13,CI23629
24993_11,CI24759
24993_12,CI23725
24993_13,CI23656
24995_11,CI24043
24995_12,CI23635
24995_13,CI24058
24997_11,CI25688
24997_12,CI25442
24997_13,CI23883
24998_11,CI24898
24998_12,CI24901
24998_13,CI24897
24999_11,CI26412
24999_12,CI26411
24999_13,CI25822
25015_11,CI23615
25015_12,CI24681
25015_13,CI23972
25016_11,CI26546
25016_12,CI26553
25016_13,CI26552
25017_11,CI26435
25017_12,CI26439
25017_13,CI26436
25018_11,CI26510
25018_12,CI26508
25018_13,CI26514
25023_11,CI24673
25023_12,CI24535
25023_13,CI24680
25028_11,CI24191
25028_12,CI24770
25028_13,CI24188
25035_11,CI26546
25035_12,CI26553
25035_13,CI26552
25037_11,CI23656
25037_12,CI23725
25037_13,CI24673
25038_11,CI26419
25038_12,CI25822
25038_13,CI26412
25041_11,CI26546
25041_12,CI26553
25041_13,CI26552
25046_11,CI23879
25046_12,CI25694
25046_13,CI24128
25048_11,CI24399
25048_12,CI24866
25048_13,CI23537
25049_11,CI26435
25049_12,CI26439
25049_13,CI26436
25051_11,CI24959
25051_12,CI24917
25051_13,CI24915
25056_11,CI26546
25056_12,CI26553
25056_13,CI26552
25057_11,CI24740
25057_12,CI23672
25057_13,CI24730
25060_11,CI24148
25060_12,CI23667
25060_13,CI24020
25062_11,CI26435
25062_12,CI26439
25062_13,CI26436
25063_11,CI26435
25063_12,CI26439
25063_13,CI26436
25066_11,CI23615
25066_12,CI24148
25066_13,CI23630
25067_11,CI26510
25067_12,CI26508
25067_13,CI26514
25071_11,CI24917
25071_12,CI23800
25071_13,CI25689
25072_11,CI25694
25072_12,CI25443
25072_13,CI25688
25075_11,CI27038
25075_12,CI27033
25075_13,CI27039
25076_11,CI27574
25076_12,CI27559
25076_13,CI27561
25077_11,CI27038
25077_12,CI27033
25077_13,CI27039
25078_11,CI27359
25078_12,CI27358
25078_13,CI27355
25082_11,CI27038
25082_12,CI27033
25082_13,CI27039
25083_11,CI23970
25083_12,CI23630
25083_13,CI24148
25089_11,CI24917
25089_12,CI23630
25089_13,CI24672
25090_11,CI26546
25090_12,CI26553
25090_13,CI26552
25091_11,CI24898
25091_12,CI24303
25091_13,CI24897
25095_11,CI27038
25095_12,CI27033
25095_13,CI27039
25096_11,CI24043
25096_12,CI24058
25096_13,CI23635
25099_11,CI26435
25099_12,CI26434
25099_13,CI26432
25100_11,CI27562
25100_12,CI23806
25100_13,CI25690
25101_11,CI25803
25101_12,CI26542
25101_13,CI25802
25103_11,CI24769
25103_12,CI24020
25103_13,CI24158
25111_11,CI25821
25111_12,CI26411
25111_13,CI26412
25113_11,CI24400
25113_12,CI24681
25113_13,CI24866
25115_11,CI24763
25115_12,CI24751
25115_13,CI24020
25121_11,CI24043
25121_12,CI24058
25121_13,CI23635
25125_11,CI25821
25125_12,CI26411
25125_13,CI26412
25126_11,CI24400
25126_12,CI24402
25126_13,CI23972
25130_11,CI26435
25130_12,CI26439
25130_13,CI26436
25134_11,CI24763
25134_12,CI24757
25134_13,CI24755
25139_11,CI26435
25139_12,CI26434
25139_13,CI26432
25143_11,CI24773
25143_12,CI24755
25143_13,CI24771
25145_11,CI24020
25145_12,CI24148
25145_13,CI24769
25146_11,CI26435
25146_12,CI26434
25146_13,CI26432
25151_11,CI24043
25151_12,CI24058
25151_13,CI23635
25154_11,CI26418
25154_12,CI26419
25154_13,CI26416
25156_11,CI24535
25156_12,CI24940
25156_13,CI24680
25157_11,CI25821
25157_12,CI26411
25157_13,CI26412
25160_11,CI24932
25160_12,CI24940
25160_13,CI24848
25162_11,CI24043
25162_12,CI24058
25162_13,CI23635
25163_11,CI26418
25163_12,CI26419
25163_13,CI26416
25165_11,CI24176
25165_12,CI24020
25165_13,CI24754
25166_11,CI24915
25166_12,CI23800
25166_13,CI24917
25168_11,CI24740
25168_12,CI24844
25168_13,CI24742
25173_11,CI24769
25173_12,CI24756
25173_13,CI23726
25174_11,CI24234
25174_12,CI24319
25174_13,CI24235
25181_11,CI24070
25181_12,CI24148
25181_13,CI24932
25184_11,CI24740
25184_12,CI24742
25184_13,CI24729
25185_11,CI24402
25185_12,CI24148
25185_13,CI23972
25186_11,CI24930
25186_12,CI24915
25186_13,CI24934
25188_11,CI25825
25188_12,CI25773
25188_13,CI25780
25189_11,CI23615
25189_12,CI24398
25189_13,CI23923
25197_11,CI23781
25197_12,CI24043
25197_13,CI24058
25198_11,CI25253
25198_12,CI26143
25198_13,CI25367
25202_11,CI26510
25202_12,CI26508
25202_13,CI26514
25203_11,CI24319
25203_12,CI24848
25203_13,CI24932
25204_11,CI24070
25204_12,CI24759
25204_13,CI24681
25212_11,CI26452
25212_12,CI26458
25212_13,CI26464
25214_11,CI23725
25214_12,CI24847
25214_13,CI24769
25215_11,CI26418
25215_12,CI26419
25215_13,CI26416
25217_11,CI26452
25217_12,CI26448
25217_13,CI26469
25218_11,CI26546
25218_12,CI26553
25218_13,CI26552
25227_11,CI24961
25227_12,CI24963
25227_13,CI24930
25234_11,CI26515
25234_12,CI26512
25234_13,CI26519
25235_11,CI26508
25235_12,CI26509
25235_13,CI26511
25238_11,CI24932
25238_12,CI24718
25238_13,CI23615
25241_11,CI24847
25241_12,CI24176
25241_13,CI23791
25245_11,CI24915
25245_12,CI23800
25245_13,CI24917
25249_11,CI26546
25249_12,CI26553
25249_13,CI26552
25250_11,CI24234
25250_12,CI24319
25250_13,CI24303
25251_11,CI24915
25251_12,CI24672
25251_13,CI25689
25252_11,CI26546
25252_12,CI26553
25252_13,CI26552
25253_11,CI26546
25253_12,CI26553
25253_13,CI26552
25255_11,CI26546
25255_12,CI26553
25255_13,CI26552
25256_11,CI26452
25256_12,CI26470
25256_13,CI26458
25257_11,CI23777
25257_12,CI23906
25257_13,CI26699
25258_11,CI23630
25258_12,CI23634
25258_13,CI23923
25259_11,CI26515
25259_12,CI26509
25259_13,CI26508
25269_11,CI26419
25269_12,CI26418
25269_13,CI26416
25273_11,CI24402
25273_12,CI24866
25273_13,CI24681
25274_11,CI23537
25274_12,CI24848
25274_13,CI24865
25276_11,CI27417
25276_12,CI27419
25276_13,CI27413
25280_11,CI27038
25280_12,CI27033
25280_13,CI27036
25284_11,CI26435
25284_12,CI26436
25284_13,CI26439
25287_11,CI25796
25287_12,CI26542
25287_13,CI25782
25294_11,CI26336
25294_12,CI27111
25294_13,CI26346
25296_11,CI24865
25296_12,CI24401
25296_13,CI23537
25298_11,CI26546
25298_12,CI26553
25298_13,CI26552
25302_11,CI27136
25302_12,CI27141
25302_13,CI27139
25306_11,CI23667
25306_12,CI24148
25306_13,CI24680
25307_11,CI26435
25307_12,CI26434
25307_13,CI26432
25308_11,CI26435
25308_12,CI26434
25308_13,CI26432
25316_11,CI25821
25316_12,CI26411
25316_13,CI26412
25323_11,CI27136
25323_12,CI27141
25323_13,CI27139
25324_11,CI24535
25324_12,CI24171
25324_13,CI24678
25329_11,CI24680
25329_12,CI24681
25329_13,CI24399
25330_11,CI26546
25330_12,CI26553
25330_13,CI26552
25333_11,CI25812
25333_12,CI25813
25333_13,CI25811
25336_11,CI26418
25336_12,CI26420
25336_13,CI26421
25347_11,CI26435
25347_12,CI26439
25347_13,CI26436
25348_11,CI23615
25348_12,CI23656
25348_13,CI24148
25358_11,CI26435
25358_12,CI26439
25358_13,CI26436
25364_11,CI26412
25364_12,CI26411
25364_13,CI25822
25367_11,CI23630
25367_12,CI24754
25367_13,CI23806
25374_11,CI26489
25374_12,CI27334
25374_13,CI25998
25377_11,CI27038
25377_12,CI27033
25377_13,CI27039
25379_11,CI26546
25379_12,CI26553
25379_13,CI26552
25380_11,CI25689
25380_12,CI24759
25380_13,CI24769
25381_11,CI26546
25381_12,CI26553
25381_13,CI26552
25382_11,CI24402
25382_12,CI24400
25382_13,CI24865
25383_11,CI24071
25383_12,CI24073
25383_13,CI24042
25385_11,CI26412
25385_12,CI26411
25385_13,CI25822
25386_11,CI24896
25386_12,CI24892
25386_13,CI24848
25389_11,CI24681
25389_12,CI24932
25389_13,CI24402
25390_11,CI25442
25390_12,CI25690
25390_13,CI24915
25391_11,CI24043
25391_12,CI24058
25391_13,CI23635
25396_11,CI26546
25396_12,CI26553
25396_13,CI26552
25400_11,CI26546
25400_12,CI26553
25400_13,CI26552
25403_11,CI24718
25403_12,CI24866
25403_13,CI23725
25408_11,CI27038
25408_12,CI27033
25408_13,CI27039
25412_11,CI26435
25412_12,CI26439
25412_13,CI26436
25417_11,CI23820
25417_12,CI24187
25417_13,CI23839
25421_11,CI27136
25421_12,CI27135
25421_13,CI27139
25423_11,CI26412
25423_12,CI26411
25423_13,CI25822
25429_11,CI23699
25429_12,CI24114
25429_13,CI24559
25430_11,CI23630
25430_12,CI23656
25430_13,CI23806
25431_11,CI24234
25431_12,CI23537
25431_13,CI24319
25433_11,CI23906
25433_12,CI26666
25433_13,CI23777
25434_11,CI26419
25434_12,CI25822
25434_13,CI26412
25436_11,CI24400
25436_12,CI23972
25436_13,CI24395
25439_11,CI26411
25439_12,CI26412
25439_13,CI25820
25440_11,CI23630
25440_12,CI24070
25440_13,CI24681
25447_11,CI24763
25447_12,CI24747
25447_13,CI24769
25449_11,CI24042
25449_12,CI24148
25449_13,CI24071
25450_11,CI25821
25450_12,CI26411
25450_13,CI26412
25456_11,CI26419
25456_12,CI25822
25456_13,CI26418
25463_11,CI25077
25463_12,CI24020
25463_13,CI23667
25464_11,CI24756
25464_12,CI23788
25464_13,CI24769
25466_11,CI23615
25466_12,CI24020
25466_13,CI23726
25469_11,CI23942
25469_12,CI24151
25469_13,CI23630
25471_11,CI24773
25471_12,CI24755
25471_13,CI24763
25472_11,CI26546
25472_12,CI26553
25472_13,CI26552
25473_11,CI26411
25473_12,CI25822
25473_13,CI26429
25474_11,CI24681
25474_12,CI24171
25474_13,CI24932
25479_11,CI24756
25479_12,CI24763
25479_13,CI24769
25483_11,CI26849
25483_12,CI25852
25483_13,CI27790
25484_11,CI23938
25484_12,CI24179
25484_13,CI25367
25486_11,CI25782
25486_12,CI25796
25486_13,CI26542
25488_11,CI26419
25488_12,CI26418
25488_13,CI26416
25490_11,CI26412
25490_12,CI26411
25490_13,CI25822
25492_11,CI26424
25492_12,CI26414
25492_13,CI26418
25494_11,CI26419
25494_12,CI26418
25494_13,CI26416
25496_11,CI24680
25496_12,CI24671
25496_13,CI23726
25498_11,CI27559
25498_12,CI27568
25498_13,CI27570
25500_11,CI26435
25500_12,CI26434
25500_13,CI26432
25501_11,CI26412
25501_12,CI26411
25501_13,CI25822
25502_11,CI24188
25502_12,CI24191
25502_13,CI24187
25506_11,CI24680
25506_12,CI24671
25506_13,CI24769
25507_11,CI24773
25507_12,CI24755
25507_13,CI24771
25508_11,CI26435
25508_12,CI26434
25508_13,CI26432
25510_11,CI26419
25510_12,CI25822
25510_13,CI26418
25512_11,CI24934
25512_12,CI24926
25512_13,CI24917
25518_11,CI26435
25518_12,CI26439
25518_13,CI26436
25525_11,CI26510
25525_12,CI26508
25525_13,CI26514
25526_11,CI25692
25526_12,CI25689
25526_13,CI24915
25527_11,CI25339
25527_12,CI25126
25527_13,CI26699
25528_11,CI24961
25528_12,CI24915
25528_13,CI24930
25529_11,CI26412
25529_12,CI26411
25529_13,CI25822
25531_11,CI24398
25531_12,CI24392
25531_13,CI23630
25532_11,CI26622
25532_12,CI26370
25532_13,CI26382
25533_11,CI26435
25533_12,CI26434
25533_13,CI26432
25535_11,CI26340
25535_12,CI26346
25535_13,CI26338
25537_11,CI24961
25537_12,CI24930
25537_13,CI24915
25542_11,CI26435
25542_12,CI26434
25542_13,CI26432
25549_11,CI26435
25549_12,CI26439
25549_13,CI26436
25551_11,CI23615
25551_12,CI23630
25551_13,CI23725
25553_11,CI23747
25553_12,CI23872
25553_13,CI24047
25554_11,CI27574
25554_12,CI27566
25554_13,CI27577
25556_11,CI26435
25556_12,CI26434
25556_13,CI26432
25559_11,CI26435
25559_12,CI26434
25559_13,CI26432
25563_11,CI25689
25563_12,CI25688
25563_13,CI24150
25569_11,CI24994
25569_12,CI26740
25569_13,CI25367
25570_11,CI26412
25570_12,CI26411
25570_13,CI25822
25572_11,CI23667
25572_12,CI24050
25572_13,CI24148
25573_11,CI26435
25573_12,CI26439
25573_13,CI26436
25575_11,CI27568
25575_12,CI27566
25575_13,CI27574
25576_11,CI27417
25576_12,CI27413
25576_13,CI27419
25579_11,CI26435
25579_12,CI26439
25579_13,CI26436
25583_11,CI24755
25583_12,CI24763
25583_13,CI24757
25589_11,CI24940
25589_12,CI24680
25589_13,CI24673
25590_11,CI26421
25590_12,CI26420
25590_13,CI26434
25599_11,CI24148
25599_12,CI24757
25599_13,CI23630
25604_11,CI27136
25604_12,CI27141
25604_13,CI27139
25608_11,CI27032
25608_12,CI27033
25608_13,CI27030
25609_11,CI27038
25609_12,CI27033
25609_13,CI27039
25615_11,CI24758
25615_12,CI23725
25615_13,CI24959
25616_11,CI26546
25616_12,CI26553
25616_13,CI26552
25619_11,CI24923
25619_12,CI24915
25619_13,CI24934
25620_11,CI23503
25620_12,CI26740
25620_13,CI25133
25622_11,CI24865
25622_12,CI23537
25622_13,CI24401
25626_11,CI26419
25626_12,CI26411
25626_13,CI25822
25628_11,CI26424
25628_12,CI26418
25628_13,CI26421
25631_11,CI23788
25631_12,CI24769
25631_13,CI25689
25633_11,CI26622
25633_12,CI26370
25633_13,CI26382
25634_11,CI24740
25634_12,CI24732
25634_13,CI24742
25642_11,CI26622
25642_12,CI26370
25642_13,CI26382
25648_11,CI26494
25648_12,CI25804
25648_13,CI26496
25653_11,CI27574
25653_12,CI27568
25653_13,CI27572
25655_11,CI24400
25655_12,CI23537
25655_13,CI24402
25657_11,CI27574
25657_12,CI27568
25657_13,CI27570
25659_11,CI24755
25659_12,CI24763
25659_13,CI24753
25660_11,CI26435
25660_12,CI26439
25660_13,CI26436
25662_11,CI23630
25662_12,CI26740
25662_13,CI23882
25664_11,CI24402
25664_12,CI24901
25664_13,CI24917
25665_11,CI24899
25665_12,CI24900
25665_13,CI24901
25667_11,CI24754
25667_12,CI23800
25667_13,CI23630
25668_11,CI24892
25668_12,CI24848
25668_13,CI24894
25672_11,CI23914
25672_12,CI23916
25672_13,CI23742
25677_11,CI24319
25677_12,CI24681
25677_13,CI24932
25678_11,CI23615
25678_12,CI24769
25678_13,CI24681
25680_11,CI24401
25680_12,CI24324
25680_13,CI24256
25682_11,CI26336
25682_12,CI27111
25682_13,CI26346
25690_11,CI26546
25690_12,CI26553
25690_13,CI26552
25695_11,CI26546
25695_12,CI26553
25695_13,CI26552
25696_11,CI24176
25696_12,CI23791
25696_13,CI23838
25698_11,CI24758
25698_12,CI24959
25698_13,CI24734
25700_11,CI24336
25700_12,CI24865
25700_13,CI24400
25701_11,CI24930
25701_12,CI24915
25701_13,CI24934
25709_11,CI24400
25709_12,CI23807
25709_13,CI24402
25710_11,CI24672
25710_12,CI23656
25710_13,CI24399
25711_11,CI24400
25711_12,CI24681
25711_13,CI24866
25712_11,CI24769
25712_12,CI24941
25712_13,CI24915
25714_11,CI27038
25714_12,CI27033
25714_13,CI27039
25715_11,CI26412
25715_12,CI26411
25715_13,CI25822
25716_11,CI26435
25716_12,CI26439
25716_13,CI26436
25722_11,CI25689
25722_12,CI24754
25722_13,CI25688
25728_11,CI26435
25728_12,CI26439
25728_13,CI26436
25736_11,CI27568
25736_12,CI27574
25736_13,CI27566
25742_11,CI24398
25742_12,CI23630
25742_13,CI23872
25743_11,CI26546
25743_12,CI26553
25743_13,CI26552
25745_11,CI24848
25745_12,CI24865
25745_13,CI24402
25752_11,CI26412
25752_12,CI26411
25752_13,CI25822
25757_11,CI25077
25757_12,CI23726
25757_13,CI24769
25760_11,CI24763
25760_12,CI24755
25760_13,CI24757
25764_11,CI26435
25764_12,CI26439
25764_13,CI26436
25765_11,CI26435
25765_12,CI26436
25765_13,CI26439
25771_11,CI24020
25771_12,CI23726
25771_13,CI24148
25774_11,CI26435
25774_12,CI26439
25774_13,CI26436
25776_11,CI24319
25776_12,CI24898
25776_13,CI24899
25785_11,CI24399
25785_12,CI24866
25785_13,CI24535
25789_11,CI26435
25789_12,CI26439
25789_13,CI26436
25793_11,CI24158
25793_12,CI25689
25793_13,CI24050
25796_11,CI24865
25796_12,CI24401
25796_13,CI24319
25797_11,CI27136
25797_12,CI27141
25797_13,CI27139
25799_11,CI24769
25799_12,CI24148
25799_13,CI24020
25801_11,CI27038
25801_12,CI27033
25801_13,CI27039
25805_11,CI26546
25805_12,CI26553
25805_13,CI26552
25806_11,CI27038
25806_12,CI27033
25806_13,CI27039
25811_11,CI24020
25811_12,CI24151
25811_13,CI25077
25813_11,CI26435
25813_12,CI26439
25813_13,CI26436
25814_11,CI24673
25814_12,CI24535
25814_13,CI24680
25815_11,CI24763
25815_12,CI24755
25815_13,CI23942
25818_11,CI26435
25818_12,CI26436
25818_13,CI26439
25819_11,CI26447
25819_12,CI24145
25819_13,CI26849
25821_11,CI24892
25821_12,CI24897
25821_13,CI24898
25822_11,CI24930
25822_12,CI24934
25822_13,CI24915
25823_11,CI26452
25823_12,CI26470
25823_13,CI26458
25824_11,CI26439
25824_12,CI26435
25824_13,CI26436
25826_11,CI26411
25826_12,CI26382
25826_13,CI26622
25833_11,CI26435
25833_12,CI26434
25833_13,CI26432
25836_11,CI24773
25836_12,CI24771
25836_13,CI24755
25839_11,CI24672
25839_12,CI24150
25839_13,CI23630
25843_11,CI26435
25843_12,CI26439
25843_13,CI26436
25845_11,CI24020
25845_12,CI24769
25845_13,CI23630
25846_11,CI23942
25846_12,CI24751
25846_13,CI24763
25848_11,CI24773
25848_12,CI24771
25848_13,CI24755
25850_11,CI26510
25850_12,CI26508
25850_13,CI26514
25852_11,CI27032
25852_12,CI27038
25852_13,CI27030
25853_11,CI27038
25853_12,CI27033
25853_13,CI27039
25855_11,CI24324
25855_12,CI24905
25855_13,CI24326
25856_11,CI26666
25856_12,CI25364
25856_13,CI26701
25859_11,CI24865
25859_12,CI24402
25859_13,CI24866
25860_11,CI26435
25860_12,CI26439
25860_13,CI26436
25863_11,CI24148
25863_12,CI24071
25863_13,CI24020
25865_11,CI27109
25865_12,CI26337
25865_13,CI26336
25867_11,CI26452
25867_12,CI26470
25867_13,CI26458
25870_11,CI26435
25870_12,CI26439
25870_13,CI26436
25873_11,CI27136
25873_12,CI27141
25873_13,CI27139
25875_11,CI24769
25875_12,CI23788
25875_13,CI24718
25878_11,CI26435
25878_12,CI26439
25878_13,CI26436
25880_11,CI24756
25880_12,CI24755
25880_13,CI24773
25882_11,CI24400
25882_12,CI24866
25882_13,CI24402
25886_11,CI26556
25886_12,CI26554
25886_13,CI26553
25891_11,CI24847
25891_12,CI24020
25891_13,CI24176
25894_11,CI24763
25894_12,CI24755
25894_13,CI24757
25896_11,CI24754
25896_12,CI25690
25896_13,CI27559
25897_11,CI25812
25897_12,CI25813
25897_13,CI25811
25898_11,CI23725
25898_12,CI24680
25898_13,CI24681
25902_11,CI27570
25902_12,CI27561
25902_13,CI27568
25903_11,CI26556
25903_12,CI26554
25903_13,CI26553
25905_11,CI23656
25905_12,CI23677
25905_13,CI23746
25911_11,CI24848
25911_12,CI24402
25911_13,CI24681
25912_11,CI27419
25912_12,CI27417
25912_13,CI27424
25913_11,CI24773
25913_12,CI24753
25913_13,CI24755
25920_11,CI24926
25920_12,CI24070
25920_13,CI24917
25923_11,CI24681
25923_12,CI24932
25923_13,CI24400
25925_11,CI23938
25925_12,CI23503
25925_13,CI25690
25933_11,CI24399
25933_12,CI24535
25933_13,CI24866
25955_11,CI24671
25955_12,CI24680
25955_13,CI23726
25957_11,CI23806
25957_12,CI23883
25957_13,CI23677
25961_11,CI26622
25961_12,CI26370
25961_13,CI26382
25962_11,CI26510
25962_12,CI26508
25962_13,CI26514
25963_11,CI26740
25963_12,CI27094
25963_13,CI25134
25965_11,CI23726
25965_12,CI24020
25965_13,CI24148
25966_11,CI27136
25966_12,CI27141
25966_13,CI27139
25969_11,CI27136
25969_12,CI27141
25969_13,CI27139
25971_11,CI24476
25971_12,CI24184
25971_13,CI24314
25976_11,CI24535
25976_12,CI24399
25976_13,CI24673
25977_11,CI24755
25977_12,CI24753
25977_13,CI24773
25982_11,CI25689
25982_12,CI25692
25982_13,CI24150
25984_11,CI27136
25984_12,CI27141
25984_13,CI27139
25989_11,CI24901
